"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023/2024","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v1073542435","11.12","79139","","","","0"
"2024/2025","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v1073542435","11.12","82331","","","","0"
"2018/2019","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2019/2020","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2020/2021","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2021/2022","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2022/2023","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2023/2024","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2024/2025","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2007/2008","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","16096","","","","0"
"2008/2009","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","13895","","","","0"
"2009/2010","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","15195","","","","0"
"2010/2011","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","15908","","","","0"
"2011/2012","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","17138","","","","0"
"2012/2013","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","15649","","","","0"
"2013/2014","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","16204","","","","0"
"2014/2015","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","16477","","","","0"
"2015/2016","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","18418","","","","0"
"2016/2017","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","18536","","","","0"
"2017/2018","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","19363","","","","0"
"2018/2019","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","20132","","","","0"
"2019/2020","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","20044","","","","0"
"2020/2021","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","21862","","","","0"
"2021/2022","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","21117","","","","0"
"2022/2023","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","19262","","","","0"
"2023/2024","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","25735","","","","0"
"2024/2025","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","27159","","","","0"
"2018/2019","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2019/2020","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2020/2021","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2021/2022","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2022/2023","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2023/2024","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2024/2025","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2018/2019","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2019/2020","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2020/2021","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2021/2022","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2022/2023","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2023/2024","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2024/2025","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2022/2023","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1566833867","11.20","","..","","","0"
"2023/2024","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1566833867","11.20","","..","","","0"
"2024/2025","British Columbia","2016A000259","Optometry","Current dollars","75","units","0","v1566833867","11.20","","..","","","0"
"2006/2007","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","15474","","","","0"
"2007/2008","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","17345","","","","0"
"2008/2009","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","16811","","","","0"
"2009/2010","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","17980","","","","0"
"2010/2011","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","18347","","","","0"
"2011/2012","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","18591","","","","0"
"2012/2013","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","18777","","","","0"
"2013/2014","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","18330","","","","0"
"2014/2015","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","19486","","","","0"
"2015/2016","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","20858","","","","0"
"2016/2017","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","21975","","","","0"
"2017/2018","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","24234","","","","0"
"2018/2019","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","26077","","","","0"
"2019/2020","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","27294","","","","0"
"2020/2021","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","28372","","","","0"
"2021/2022","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","31548","","","","0"
"2022/2023","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","33446","","","","0"
"2023/2024","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","33829","","","","0"
"2024/2025","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","35512","","","","0"
"2016/2017","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","16000","","","","0"
"2017/2018","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","19995","","","","0"
"2018/2019","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","16646","","","","0"
"2019/2020","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","18580","","","","0"
"2020/2021","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","19561","","","","0"
"2021/2022","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","19866","","","","0"
"2022/2023","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","20553","","","","0"
"2023/2024","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","21246","","","","0"
"2024/2025","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","22108","","","","0"


